"x","y"
120006.798002,949028.874274
188416.616961,949030.026646
152534.119894,949030.708953
221287.643043,949042.802068
119266.834684,949047.709913
197923.593109,949051.475991
224049.347329,949052.010239
202766.482338,949053.877979
153684.042242,949054.003246
222144.540054,949061.039685
215927.2322,949070.901658
223929.750363,949074.058904
202240.782903,949074.521079
160377.120021,949074.764367
152822.435399,949077.631693
128893.928023,949083.024295
216344.866437,949087.019073
198566.853008,949089.295239
187120.2949,949090.151277
157188.785295,949093.965862
220452.282037,949097.433113
159679.373789,949098.155756
202407.30686,949101.730304
204101.446351,949103.752878
204465.671055,949103.885777
179378.272128,949104.135456
199135.977223,949105.525058
204439.057442,949106.502929
201472.719748,949111.125465
123337.391821,949113.984929
197762.141107,949118.634947
223004.867312,949119.104803
127804.928977,949122.04554
157798.633961,949124.93853
202601.261288,949132.495493
217771.173643,949132.758546
157347.049875,949133.208748
215589.135657,949133.37808
190271.26294,949133.66447
225766.335054,949133.885202
166636.993518,949135.770733
150149.583072,949136.119088
205063.665078,949136.590523
198353.216908,949136.963717
198625.043837,949140.364945
221446.821363,949140.734817
198461.429505,949142.049089
199462.178544,949143.970737
120224.366429,949150.513506
199699.417495,949152.529883
162022.7218,949155.194679
224388.298864,949157.785997
188582.41528,949163.497428
221960.675938,949164.610326
117387.267561,949165.857675
223946.287372,949168.038391
222235.531205,949168.918093
216376.058018,949172.193314
176317.313212,949173.003578
194664.554033,949173.458094
222052.735104,949175.025328
122696.092723,949175.198488
120776.02516,949193.500442
119819.69693,949193.69809
129169.366877,949199.0862
202562.906473,949200.672445
208169.80464,949205.933427
120618.002215,949206.724308
210395.964501,949227.591704
216510.859654,949227.999257
221428.363551,949229.638259
222314.212072,949229.787566
192025.721586,949233.794742
175694.834597,949234.85764
223948.983039,949239.3548
195439.187788,949239.817762
119624.937469,949240.436632
205091.810315,949241.252597
127472.817643,949243.260963
201492.390612,949243.33153
219243.134698,949253.143777
202781.180883,949258.634684
221315.246336,949258.691237
214218.310805,949259.153749
121945.241855,949263.721088
174836.94683,949264.615071
118239.400367,949267.504726
122336.87511,949272.561586
204147.774763,949274.805976
185488.865681,949280.449735
159157.260188,949290.463049
183982.919555,949292.497998
221925.192249,949293.881463
216385.009581,949298.196659
117596.369901,949308.388078
160182.854411,949310.903443
220116.591204,949311.210197
172400.573939,949315.853895
224106.186297,949315.928076
131102.333168,949320.285375
197617.070711,949325.758159
217580.57299,949326.563929
198991.190133,949326.763594
222328.625581,949328.503355
219044.578441,949329.318161
222222.903274,949338.69035
128517.200351,949343.536703
199478.039651,949345.234888
202602.932062,949346.569829
191981.83623,949348.427669
216685.793431,949354.555457
221029.450337,949355.394571
123472.123371,949356.967873
180289.459866,949358.49447
222798.954135,949360.331716
144428.260088,949365.472108
129408.872915,949365.725983
211753.592828,949366.587299
217896.046763,949376.370304
219454.632471,949378.435154
208817.37366,949380.263375
158384.525784,949380.264506
220956.019522,949390.252196
198609.012609,949395.495771
209313.487079,949396.161321
194575.278587,949396.208099
211592.189054,949398.440197
128587.198424,949402.34625
224103.977669,949402.674647
199960.921917,949403.220903
223430.373248,949405.913774
216065.615722,949407.30347
211048.451895,949408.001022
121642.895898,949412.080239
219022.832787,949415.469222
216433.862611,949419.414565
218835.091134,949420.045693
200606.180942,949429.312066
209405.049754,949429.927466
182542.212531,949433.609234
216596.061088,949444.819579
160720.923359,949449.889248
222609.096018,949459.136179
121729.780575,949466.467287
216771.232278,949480.717529
222047.943674,949481.37906
116788.794275,949482.761078
198551.830354,949487.844597
128593.65365,949489.344309
157341.395349,949492.314836
119803.898198,949496.795684
191378.597236,949497.785875
221180.850254,949499.15673
217305.028113,949505.253936
154636.389318,949511.694734
223174.204594,949514.022955
212017.119691,949515.117995
222828.469527,949519.360176
224447.778854,949520.416381
191756.04358,949524.592013
134327.076284,949525.856776
198425.188697,949527.961315
175641.921983,949528.165481
221255.510969,949530.103361
129445.338621,949536.926893
187981.18267,949537.039177
209233.141075,949540.879749
129400.820083,949542.521689
116801.067094,949545.816557
169127.053671,949550.833608
117371.399516,949551.646992
194209.872462,949556.215916
129120.371968,949562.916297
157574.45032,949563.158414
166607.762291,949565.293318
157939.598526,949566.099889
221326.601112,949566.790941
224767.75084,949572.753276
175296.558553,949581.318837
143654.129081,949581.492932
197942.569193,949582.237361
137891.749796,949586.802479
158055.862654,949590.04742
219503.776238,949592.062131
119119.743595,949592.670181
217645.055902,949602.604874
215733.092595,949609.990656
120698.710691,949610.483485
149098.241855,949616.284344
223178.991833,949622.61703
223315.713466,949627.379823
157038.338404,949628.421672
143797.062126,949630.824243
216709.649731,949638.011345
205536.234437,949639.353816
224799.779665,949642.100383
197003.10453,949643.861195
188451.908057,949647.34009
225354.669344,949647.501224
136755.818987,949648.936276
208936.932294,949649.999067
157336.897147,949652.207211
175865.378995,949656.094225
224689.064675,949659.823666
201947.538676,949660.370106
175294.793308,949660.992894
200524.851327,949665.996044
206482.817769,949672.09699
170694.33962,949677.977281
205939.274056,949681.041502
219145.985707,949684.193833
224588.467672,949686.750279
146053.736519,949690.675191
120147.256122,949690.997907
198370.384143,949691.338352
202161.425721,949692.043903
224840.152751,949693.060789
172552.599088,949693.995827
209286.003416,949694.824918
199216.863384,949695.087428
219246.825685,949695.71469
174248.13074,949697.376859
219882.186765,949698.692611
217102.457103,949700.234759
211037.711623,949701.641201
117267.76496,949704.738093
117039.037219,949704.902259
203713.448398,949707.995968
174648.374653,949708.532231
221116.323149,949709.880657
192307.95382,949720.899713
155639.996378,949721.115346
144579.454671,949723.402495
159087.928155,949726.561575
130717.51257,949726.622756
119679.261633,949728.553502
149987.737571,949737.980226
222854.401089,949738.743454
197751.674178,949742.579263
221357.915338,949743.910149
205802.17296,949750.794314
143631.716331,949753.641357
168450.176987,949757.003218
224818.146077,949758.711451
224935.737198,949761.71704
207588.761669,949763.68881
226049.467877,949765.797944
200611.370382,949766.079045
195546.029949,949772.9067
145908.486205,949773.190727
163202.173452,949774.606146
186457.926329,949776.891226
224218.35534,949777.105614
201784.411658,949781.386706
221299.448085,949782.181995
176071.678292,949783.440596
165361.674708,949787.495671
224426.901511,949787.546821
201624.389814,949791.184857
118012.77185,949802.579709
193468.068653,949805.04305
179301.306527,949808.248336
144410.594599,949808.266726
144639.770551,949809.336565
220444.038817,949814.118412
220554.698965,949815.278971
158564.940469,949815.568686
143723.415034,949820.207345
205783.900176,949835.152305
128927.515514,949843.302295
224707.067181,949844.339467
197775.740438,949846.151891
219481.08922,949847.074184
146152.882209,949853.412944
216906.33841,949855.329538
201913.126019,949858.193927
197415.170164,949860.462542
221150.397382,949861.224742
119629.287075,949861.93843
220797.639617,949864.899351
172816.172341,949868.965825
131488.430533,949871.1106
224749.316963,949873.813619
223132.995509,949878.767056
153525.606498,949881.609727
212542.667377,949885.723825
223232.964908,949886.293633
224535.919226,949887.892178
206298.173363,949899.66817
193563.97764,949900.73288
200817.923219,949901.323475
224782.088592,949907.134016
220556.976875,949911.583171
197511.141572,949912.527444
128355.243835,949915.203409
221740.359689,949916.126394
199834.869195,949916.218376
128052.245709,949918.44271
224224.288388,949926.905337
224811.517525,949936.35479
143941.430785,949941.374305
187276.523132,949942.293524
133823.808108,949942.738322
198695.525281,949948.638529
222401.772261,949953.394071
191843.047082,949954.132593
156659.546914,949956.321929
157666.846393,949958.992382
177673.128276,949960.1547
120515.322815,949961.138609
143744.108319,949964.253135
188474.444176,949966.101606
223194.462219,949967.948224
224841.777282,949973.947597
223470.498728,949974.540959
197609.900122,949978.820419
158404.960677,949978.995773
155773.267918,949980.056863
211696.678326,949980.196486
217868.686219,949983.407826
217807.774462,949985.520054
197766.968138,949990.110043
166443.732681,949991.051025
210330.43186,949993.592481
198807.397496,949999.864827
203794.101907,950000.573291
157635.484821,950004.042388
224036.250145,950004.587339
175331.818962,950005.729104
195043.305968,950007.523249
157706.476303,950016.334141
210910.381989,950017.695988
116321.753335,950020.845688
145446.015451,950029.431402
172124.935817,950031.362063
217066.30263,950035.091093
147413.908682,950038.63883
119720.253502,950039.686007
163895.014616,950046.967187
157756.397009,950055.516762
117053.22952,950072.616845
224792.66999,950073.92334
116992.868768,950075.525565
216138.012703,950076.508863
131664.643451,950081.458799
223111.129838,950082.150355
223252.737895,950084.02955
224660.451464,950089.759808
198806.383092,950095.516528
200920.072206,950095.843224
187730.262409,950098.871549
198845.362562,950099.746612
196620.711918,950100.144425
196271.516529,950102.440835
194362.076578,950106.301535
116923.935745,950106.807821
144523.713156,950111.587226
157180.348338,950112.240274
216811.445436,950123.423257
191324.561129,950144.927866
195288.810707,950147.224035
157829.855399,950148.64567
218342.472453,950151.668565
222833.609213,950152.729664
224401.646089,950157.338399
173372.100324,950165.646033
127958.439157,950166.26628
220930.489258,950169.321111
198769.317755,950171.599283
198258.365651,950171.708387
127464.876268,950171.902628
211683.058383,950174.193164
179237.531383,950178.233321
157715.242806,950184.111984
135382.294461,950185.072526
159182.905306,950185.376935
214864.147793,950187.440784
176313.008345,950188.072338
143623.801954,950203.193704
192123.539852,950203.343043
219406.903028,950205.009917
118552.666038,950206.99538
224863.591835,950207.698525
143783.280278,950212.504401
181310.236663,950223.521894
195333.11312,950224.642748
195948.511402,950225.047727
202116.681642,950225.371887
218236.36161,950230.134818
223569.913643,950236.391323
145285.012321,950237.618865
116685.694709,950242.703999
116886.65991,950250.595652
116791.451935,950256.518371
155828.90766,950260.838816
116948.231977,950263.294559
145211.983729,950264.870823
220037.593165,950272.337375
195209.644897,950276.608899
117005.452434,950277.044138
116387.093405,950277.150125
201535.120291,950282.367675
145400.969575,950287.089583
194886.303257,950288.160284
224491.37854,950292.459848
195550.68463,950292.818591
160739.456806,950300.175965
190906.234449,950302.845481
131758.779816,950314.630317
131861.363465,950319.976921
193913.365752,950325.317144
222023.674828,950327.356899
193576.716419,950337.007302
201525.526095,950351.250485
194970.48869,950351.938307
157640.851248,950355.312136
220932.277454,950358.499845
205966.215321,950361.71936
209431.521321,950362.284396
199213.084415,950369.466063
212247.285823,950374.521282
195345.273276,950378.603635
180170.858164,950384.519521
157942.359167,950384.832091
201675.952868,950389.107342
162066.935795,950392.502254
226284.511721,950413.335605
218373.041859,950415.628413
209840.355064,950419.207965
197550.669814,950421.731655
195081.099403,950421.77211
216394.178947,950431.325266
194270.530417,950438.262595
172917.565129,950438.400927
196045.323139,950439.231046
145441.188801,950439.631113
199974.005354,950440.257283
224672.674258,950440.823965
188500.72255,950460.377275
189380.571224,950462.722117
208147.5315,950474.050857
185911.023281,950474.17069
132018.94955,950474.926993
223119.456641,950482.148676
199462.973222,950488.348562
212133.906005,950489.080009
209449.840955,950496.51982
211282.58553,950499.529607
171259.033276,950503.843319
218848.483512,950505.49191
217807.960122,950509.228323
202888.374552,950541.17006
220761.516098,950543.371278
216469.332623,950544.546178
173792.565596,950547.223815
219204.311323,950549.474736
220672.397943,950577.768049
219849.924476,950577.916699
156069.218827,950580.122389
126781.206746,950584.563052
199645.881509,950592.643719
194949.797773,950602.958042
200181.541402,950605.078385
220899.197431,950606.533383
154019.413113,950607.966474
220554.902039,950629.187098
188341.472623,950631.900095
221951.602782,950631.983561
220804.150324,950633.138609
195253.00472,950643.743713
190969.422658,950648.376444
151246.151057,950652.882266
116027.521195,950655.05662
195290.196873,950657.214895
194345.562987,950660.069954
204132.811899,950671.309444
195186.497131,950673.061132
220846.749494,950673.739376
117488.010119,950678.585441
205630.809357,950679.333133
212791.672963,950693.273149
217962.069311,950703.792821
155208.541977,950703.812465
222821.242931,950705.13201
210789.580179,950706.953295
202357.818629,950716.953437
220394.069193,950724.711853
225428.315653,950724.919437
226300.301824,950732.302469
115915.919728,950735.791418
160580.443024,950740.77403
119520.21688,950746.102867
201335.746156,950747.477696
235598.260776,950747.626038
194937.261903,950754.653957
190257.638663,950754.684978
193565.684203,950761.696652
166295.294833,950762.244128
218382.427921,950767.494281
221685.65449,950787.504367
221314.114387,950787.648868
185778.132774,950798.106849
218241.167504,950808.504083
142877.448284,950814.231773
224991.16983,950817.396347
220906.09183,950837.58468
175471.013984,950843.907029
195012.558113,950844.586999
226748.065854,950846.115503
171744.637843,950848.217681
221516.777123,950848.278425
226212.844416,950848.331026
119633.345986,950863.14555
192239.978302,950864.741949
187780.42648,950879.765987
223522.865073,950888.452279
155776.536714,950898.353513
197893.782352,950913.502705
179028.57212,950922.70712
225580.089337,950926.776833
132576.435791,950927.739648
224590.501506,950935.708329
115412.007848,950938.410807
216543.094841,950946.643083
218436.08689,950947.93821
235486.598587,950956.072244
225815.573833,950956.358248
205954.077369,950956.362403
143820.313155,950963.976028
170132.522081,950976.005057
206599.828648,950978.500562
156935.278007,950978.688461
128368.202247,950982.482224
157259.843482,950985.275625
145453.571251,950985.889333
205994.015249,950991.112405
213708.215551,950991.513987
168672.423021,950991.641849
212979.495879,950992.479666
193597.418699,950992.564817
205377.911738,950996.858759
197295.277871,951003.528166
171831.224722,951007.222673
156385.824893,951009.533328
183007.523706,951017.176105
157909.599005,951019.444898
215821.862405,951027.994183
224104.577731,951042.676731
148623.34148,951043.393987
196996.688696,951052.023431
136820.909319,951060.312221
212084.278311,951069.528926
133793.881038,951070.925553
224554.325734,951082.718624
187035.746539,951091.438382
235681.305874,951101.72556
140180.153078,951106.449722
172397.952226,951109.447014
169078.105307,951114.497999
208279.248994,951115.276836
226887.334175,951136.538633
192987.261817,951137.380091
195209.193443,951138.891115
221026.482504,951139.433124
130470.355038,951142.639687
220288.097651,951145.294093
156712.775489,951154.62619
194768.981717,951171.936321
154556.738023,951172.415723
133419.820639,951172.636029
223727.583978,951173.367251
219824.573619,951176.702286
211313.893176,951177.766315
157382.759221,951182.18732
216104.701547,951191.401239
196832.0068,951193.931692
170856.640219,951197.271005
235510.01714,951197.330866
157464.652675,951201.953081
194030.732652,951203.750592
227304.324982,951206.645152
145335.36993,951216.581508
128947.439668,951216.930331
134232.361738,951226.445916
169440.115708,951237.689635
209477.024796,951237.917756
171480.429736,951244.761861
211889.607522,951246.84843
220735.601245,951249.706448
191070.365991,951253.532453
181083.312929,951253.692905
144230.387683,951257.765928
216824.319926,951259.643983
196700.90606,951263.797152
193373.423075,951266.657867
225035.477571,951271.287489
133677.8115,951276.915905
215273.091651,951279.518801
224592.545599,951286.747682
157589.791312,951287.448593
156841.808378,951306.036219
227242.523742,951314.267877
212661.307612,951323.490579
181932.119904,951324.193297
206231.433524,951325.896284
226126.742928,951328.618821
181750.071733,951330.419555
145685.809653,951333.519499
204901.588241,951337.633663
195392.184589,951345.870285
144663.229291,951346.761818
227729.958831,951350.126672
206068.710728,951356.35326
194068.212591,951358.378555
196914.522833,951358.791135
218937.743851,951359.857163
182595.363868,951371.950575
225300.040392,951372.826708
153871.657127,951376.291907
182120.918964,951387.969474
119595.816806,951388.287702
159527.062419,951394.672041
158225.340463,951400.937379
198087.636126,951402.970957
171066.899175,951404.231546
169171.980225,951406.228175
216524.184715,951406.253854
220463.75679,951407.279104
170771.16095,951419.985329
199248.098624,951422.648315
195016.708957,951432.387532
220843.468214,951439.581885
193171.873054,951441.831032
207017.119606,951448.712765
215186.747423,951449.760335
235170.225145,951454.378411
192872.281246,951466.231099
194111.874708,951469.548705
221191.097847,951479.482517
208202.436997,951484.129723
169700.787403,951485.296564
225265.950959,951497.512429
162351.820695,951499.804155
146323.0668,951501.955604
196625.260973,951505.275231
222175.449418,951507.695585
187881.321994,951508.896682
157947.394261,951516.747472
157325.004107,951516.874918
157712.162696,951517.518566
195974.742926,951522.516209
226614.357616,951524.543606
224254.537838,951525.17151
221257.22189,951525.974705
224657.575821,951530.991771
224181.099986,951531.241815
172900.849101,951531.838774
204943.470273,951538.794211
177782.567498,951539.889711
157134.349103,951543.787934
224421.760484,951544.134797
157403.546926,951549.917182
197103.386832,951549.959065
196975.816605,951553.823176
171332.983362,951557.848605
193366.333136,951562.687232
184156.364072,951577.940822
171898.770642,951578.37826
224838.93824,951579.532043
225183.926531,951582.20938
157849.73457,951587.508192
207556.372221,951601.25716
156627.29868,951613.589573
181848.894151,951619.67812
157738.167154,951623.772108
133881.789931,951631.614155
221126.580682,951634.162661
189282.598148,951638.878557
157088.481023,951638.905397
200683.21506,951638.932512
144958.280467,951643.515972
170310.969601,951645.618304
224088.563451,951651.247107
233004.861992,951659.123593
194073.563599,951659.597109
223865.61683,951661.104232
232553.70528,951665.008506
206389.45857,951673.343468
212778.599019,951679.608789
235770.216478,951682.337181
213101.960683,951684.849555
187587.593246,951685.063441
156964.489995,951691.367515
182754.653332,951693.453402
155156.93657,951696.265905
161532.039457,951696.690447
212418.513586,951697.409122
223953.848712,951698.346274
157804.735393,951698.828197
157505.17583,951701.948527
205283.076428,951703.971327
222462.629927,951706.176697
172684.350216,951710.863668
157156.715617,951712.261333
137385.000049,951717.140298
196779.144105,951722.157594
221487.023104,951723.77777
115733.285367,951730.255022
221138.648656,951736.299421
169324.298689,951744.679844
221421.730092,951744.955217
224107.332528,951746.316793
205677.712805,951749.361364
189192.813779,951750.101076
197733.650992,951758.781333
224194.677609,951767.608216
171000.275393,951769.523312
157995.120908,951772.639465
146197.014464,951776.684782
188636.606208,951780.282078
224478.145773,951783.896869
207117.571655,951784.403829
232329.857291,951790.82725
191746.788454,951794.713069
234101.083188,951794.945511
216575.705218,951794.955858
203976.610145,951801.567311
137428.05301,951805.618378
157160.660258,951817.077009
149160.972168,951821.965627
232062.751898,951826.802537
214215.518806,951829.883456
220300.896326,951830.14435
223767.671926,951830.598049
169407.819085,951830.949928
211947.176624,951834.661263
186565.777674,951844.233787
177149.668638,951847.612639
214997.083799,951850.038252
157327.532137,951852.417217
196958.498052,951853.709464
184760.806484,951862.283998
204983.547068,951862.383206
178799.560484,951863.132389
205237.614387,951865.048341
189970.264839,951865.909911
224050.164063,951869.435026
217104.669857,951871.125275
178421.612115,951874.764802
182022.664758,951877.13804
211209.292651,951877.5145
187498.283165,951878.308768
231807.161324,951882.065324
220019.922224,951886.025144
158502.038234,951886.257884
116667.728265,951889.636319
154238.453367,951893.760716
157242.880204,951896.661611
213089.548068,951909.15089
142382.629508,951919.282274
201868.596006,951929.368957
228074.955741,951929.923733
224177.57127,951931.71367
145722.012438,951937.060809
188171.367047,951940.239778
223625.076138,951940.546761
158581.161353,951940.55677
205723.666463,951943.337787
224134.404239,951952.683381
231612.591711,951952.873193
169260.758667,951952.983463
203019.626969,951956.028499
198038.958188,951956.634567
198109.659826,951957.363358
171257.801533,951962.78526
157430.120871,951963.26818
194563.700527,951971.049438
117889.672714,951971.207642
194760.404694,951973.969262
224510.717493,951976.842383
204605.832968,951979.296159
187976.644223,951980.694582
231510.941801,951985.285052
224458.333004,951986.110333
197681.947149,951987.477876
175331.544616,951999.35795
232673.452114,952000.508883
227404.044296,952001.355371
210280.153443,952003.81607
158564.890695,952007.707997
178404.594761,952011.674365
185813.121346,952017.462457
186488.277501,952017.473367
171299.379521,952031.010376
231445.19144,952031.158571
217669.82178,952033.557923
231355.455529,952033.563021
234424.11521,952039.290611
197654.606156,952041.924282
220329.374659,952042.456533
195498.429591,952043.424609
220103.363621,952047.434083
202229.543296,952049.661791
221426.174242,952051.317116
220235.710564,952061.780411
137126.507378,952062.720522
173459.081788,952062.881322
221319.232253,952064.489459
186748.166832,952066.370485
231334.053031,952068.407778
161983.247337,952071.923155
155746.235317,952073.923003
195018.453292,952080.264363
231946.138952,952081.22564
183211.120758,952085.084412
224437.730671,952087.369916
196245.376099,952092.394042
208462.189837,952101.558154
158165.907921,952101.644431
231542.654515,952104.763856
231617.576175,952110.48466
223484.902747,952111.992875
116400.09868,952119.784415
154393.004512,952121.557298
214869.0502,952126.074023
225302.748446,952128.26734
198362.127872,952128.740003
201412.420577,952131.812088
224375.279034,952133.378638
195491.585718,952136.510271
158221.747946,952141.811231
182340.331298,952143.343563
171315.272692,952145.068147
181725.989618,952146.824841
203623.69851,952147.571146
231447.338498,952153.330331
191849.925014,952155.605174
207578.747897,952157.460317
204805.022313,952165.163966
190870.155494,952168.380514
144618.073476,952169.012533
223373.571288,952169.746432
157684.609912,952170.592901
145095.469496,952177.321491
235954.555233,952178.525632
226256.645888,952192.505769
193840.167732,952208.867313
187107.043594,952213.430316
150579.644486,952222.631838
154609.067664,952226.047745
221519.566794,952226.516375
228637.886379,952227.828405
211491.473841,952234.26548
232048.950924,952238.449523
186309.676908,952244.790308
224633.71027,952248.264245
172072.986127,952252.149779
206490.272841,952265.281602
204361.810572,952275.170768
129212.249475,952281.711182
179694.083271,952283.623481
164038.417001,952286.600633
208104.806404,952289.015343
194763.625284,952299.148882
116483.269259,952311.088838
148448.543948,952313.769194
223688.291175,952315.155341
186298.112095,952315.764705
137681.424426,952324.916302
235267.090356,952325.380394
136725.376167,952331.410691
228409.299264,952334.286502
219478.618819,952336.851974
211396.306911,952342.422978
214755.859898,952353.248235
222753.503894,952355.825074
157366.402075,952361.792192
232985.207423,952363.291342
189665.038595,952364.641279
223244.654996,952365.406227
224231.721748,952368.493227
232674.251933,952373.364953
178428.634422,952384.021136
158297.808479,952387.379813
159178.990248,952387.905135
225148.971779,952392.265666
220321.476926,952393.02473
228519.696702,952396.722021
229665.452514,952398.07613
184855.424851,952401.562412
234358.894904,952404.190772
196371.54749,952408.660355
227570.574586,952414.55589
224920.190013,952417.816763
183583.421467,952418.861341
127897.179867,952440.285628
193742.991363,952446.006744
152026.624998,952447.763905
227665.203851,952451.779773
207134.130276,952452.926868
212023.427865,952454.662206
223263.046612,952461.897607
228702.182152,952468.223723
221391.013944,952476.400914
187307.891185,952484.976771
199057.275758,952489.42631
204824.809962,952491.634273
178579.653137,952495.901697
224066.253105,952496.025166
157785.005855,952500.141269
115392.616228,952506.59175
210944.03514,952508.384094
143926.315347,952511.725714
183932.080696,952514.493606
157880.243141,952517.780525
173067.588387,952519.931057
224036.807937,952522.721717
221495.793967,952523.698341
230898.69434,952526.045144
142570.455505,952532.478224
223206.878904,952534.654415
233405.280723,952539.089372
146043.714501,952542.172751
160846.564023,952544.300902
236127.257563,952544.34097
147346.170494,952552.485202
211604.819511,952552.786282
136466.208226,952556.170223
196462.855664,952556.349162
178574.162881,952567.120542
137126.816017,952569.337713
224378.714694,952569.405303
160282.130292,952573.269046
143736.264769,952591.530878
180847.152347,952598.977185
115073.773259,952599.537513
232366.606287,952603.737723
143849.810791,952604.078061
223154.758094,952606.536005
198603.343653,952610.792181
201776.94865,952611.555525
205643.367465,952611.775842
234115.313258,952613.222655
190886.949712,952617.400555
236142.063612,952620.48843
228071.187935,952623.994755
197770.53639,952626.803528
223404.600071,952627.684994
194097.53142,952629.200334
172235.41934,952629.671282
204360.773756,952635.468912
183802.508652,952636.18143
187684.458617,952639.880883
184160.162377,952640.780041
144673.759039,952641.486622
115227.55991,952646.591072
188558.202214,952651.780817
209847.463828,952654.396876
190447.624424,952655.067911
144091.754136,952661.511319
214547.559923,952663.378331
209627.918377,952664.175513
153443.806742,952675.735349
143846.741198,952687.475557
223995.823636,952688.246862
154306.676042,952694.726483
117615.404233,952701.660009
154840.918544,952701.934978
187910.968088,952704.387234
198527.087299,952708.235782
117476.022371,952708.823344
216040.639139,952713.387105
115690.466922,952713.904048
158461.185591,952721.222687
233361.907917,952728.703278
224369.292581,952728.760724
211879.548165,952735.201683
128764.78049,952736.520836
223456.306475,952739.412149
207735.627473,952744.729184
190458.604832,952745.971523
177862.280682,952747.818418
223904.009633,952748.724902
116458.872983,952748.777914
192034.789617,952749.966362
223789.435823,952752.216543
135319.68615,952753.854329
208967.287423,952755.844648
178999.385984,952758.356036
215610.111587,952759.466548
145322.812157,952764.544544
143862.797898,952764.589495
198526.960927,952789.764345
120119.44418,952792.656302
117433.854272,952794.728848
143987.858138,952795.441471
231958.367878,952797.641641
156496.594202,952798.395706
189896.141257,952801.557574
231347.877543,952808.437768
144071.960367,952811.826616
224127.86503,952820.671305
224276.396373,952821.633306
227846.161404,952826.672768
214851.704451,952829.52601
224198.511179,952832.381397
232788.22551,952833.014867
194867.968368,952833.707988
235199.263385,952834.968948
187623.196434,952836.088671
233783.811739,952836.144513
157327.778985,952836.239393
184554.961078,952838.88088
210383.456284,952845.346673
223237.229872,952845.647324
233143.940734,952847.904223
232259.209529,952856.964614
183731.094626,952864.692526
190920.330231,952869.055981
189431.912347,952871.072686
190455.97559,952874.649738
233361.323049,952877.052362
116214.856614,952878.588128
115724.188507,952881.520621
204822.659125,952881.725988
204049.572892,952882.42176
190723.190586,952884.479594
155610.038293,952894.90523
144465.996578,952895.027482
213628.753498,952896.391523
220322.380684,952897.300393
129395.582677,952900.467006
196622.310912,952902.2203
141300.815886,952902.324536
159687.907814,952903.09326
202027.720094,952905.62095
224710.537174,952908.935034
144103.786713,952911.066405
134019.199104,952913.82271
144016.007024,952918.882334
155379.985776,952928.029448
230878.257153,952928.124673
174536.818926,952931.42545
232630.113097,952934.437327
212265.001225,952937.580333
143526.211982,952937.642027
227751.271578,952948.345928
199998.042366,952949.691778
123538.774567,952952.754971
117255.153934,952964.468288
169037.789457,952967.162093
157869.745156,952969.297362
203292.312662,952970.2116
223020.973394,952973.52485
144387.124458,952977.353715
144599.646113,952983.264782
154166.953826,952985.595894
187300.004683,952988.74486
172254.488107,952993.213683
114752.150671,952993.886963
223232.954172,952994.6411
196064.875285,952999.007445
185038.31497,953011.147608
228339.45254,953012.825072
179433.94857,953017.978246
144176.010259,953018.087738
231800.251615,953019.46734
226657.448072,953023.020286
230358.699667,953024.252987
227252.017227,953026.18187
195615.847114,953027.494351
199499.716879,953027.930608
144083.107581,953029.938351
199331.347839,953034.435815
211826.524984,953036.801701
233017.024662,953038.303014
187596.996595,953041.257762
115047.972066,953055.629027
199413.650453,953055.797528
206443.610407,953056.264902
208462.775282,953057.181177
222708.801523,953059.147979
230532.8935,953059.362846
144312.203493,953062.201956
211323.9073,953063.335975
233062.3186,953068.099369
226859.39174,953069.861885
212672.557243,953069.957018
225467.328428,953071.289161
194010.001925,953071.80817
231268.376627,953076.205871
222886.675879,953077.984736
144024.665757,953084.445339
194539.088064,953088.430198
236231.959694,953088.996009
137422.628224,953092.037799
171575.375593,953093.669366
223553.723551,953093.984917
161434.06779,953094.639193
212202.134853,953100.713441
149276.820218,953114.990493
227731.276996,953117.965301
222724.758939,953118.873362
137162.699366,953125.438526
197104.773375,953126.261144
184502.523447,953133.26136
154563.887463,953134.510088
144136.544553,953137.019537
204150.164092,953137.760302
187328.159408,953138.056099
222876.982719,953138.235813
183115.679754,953143.757736
233470.917251,953146.194259
222550.078757,953147.145017
144580.652972,953150.626645
166562.413594,953152.764702
174285.631017,953161.50715
199349.65843,953163.088496
209118.319671,953164.228368
211917.823867,953169.012546
214726.597182,953172.680788
229864.633289,953183.086814
222594.793567,953186.004436
223464.61798,953192.992558
222860.846485,953194.234184
195140.227725,953204.928049
154591.127447,953206.995092
188878.440621,953211.545318
144368.938457,953214.976387
192797.81954,953219.008396
150458.172289,953225.662218
197011.86298,953226.045378
207517.840643,953228.573445
187579.619688,953229.972935
155176.013673,953231.947888
195157.433454,953231.95764
232416.169605,953232.399644
144221.149136,953235.460598
187142.476359,953244.572599
176084.055312,953244.696317
220244.957203,953252.503291
215134.843947,953266.258534
188939.72978,953272.199691
175061.545503,953279.334796
208454.443698,953282.258771
132141.908974,953284.282655
154434.233765,953287.431844
211514.059605,953287.579677
235996.571009,953288.18828
223828.742843,953291.525376
177095.54135,953292.919695
154223.189071,953302.442174
222875.603408,953303.008414
225205.249373,953303.166516
189221.910014,953304.897154
231844.85752,953307.188955
204265.50356,953310.324892
223143.228451,953311.161591
228930.956506,953314.150621
199574.594848,953314.156136
183331.993371,953321.517083
231179.7794,953331.253067
188820.452833,953337.008459
145714.008407,953341.712443
188980.736323,953349.899419
195987.289131,953356.32237
